episode,episode_order,speaker,utterance
77863,10,TOM CARPER,"Well, they've just introduced it. I'll be honest with you. I've not seen it. But I would say the first thing we ought to do is stabilize the exchanges. And then let's - people who have good ideas - let's bring them forward. Let's have hearings. Let's have all kinds of input and do it in the open."
77863,11,"KELLY MCEVERS, HOST","You know, as a Democrat, you are definitely on the sidelines of this debate right now. How likely is it, do you think, that this will become a bipartisan effort and that, you know, Democrats will have a voice in this conversation?"
77863,12,TOM CARPER,"Yeah. I think the voices that we've heard around the country, in Delaware and I think in probably 49 other states - where people have said, look; we need to provide coverage for people. We need to try to find a way to do it that's fiscally responsible. And there's a Kaiser-Permanente poll out I think earlier this week, and it said over 70 percent of the people polled want us to work together. And if the folks who feel that way continue to talk to the senators, continue to talk to the U.S. representatives, I think we'll hit the pause button. And I think they will fix and stabilize the exchanges. And then we'll turn to those other three options that I offered. One, fix what needs to be fixed in the ACA. You know, retain that which needs to be retained. And the provisions that can be dropped, drop them. I think most people say, well, that's just common sense. I think that's what we should do."
77863,13,"KELLY MCEVERS, HOST","Democratic Senator Tom Carper of Delaware, thank you so much."
77863,14,TOM CARPER,"Thanks so much, Kelly. Take care."
78720,1,"STEVE INSKEEP, HOST",Howard Hughes was one of the towering figures of the 20th century. He kept gossip columnists busy for decades.
79982,30,"NEAL CONAN, host","Yes, go ahead, please."
79679,11,"IRA FLATOW, host","John Horrigan is the associate director for research at the Pew Internet and American Life Project in Washington. He joins us today by phone. Welcome to the program, John."
79679,12,Mr. JOHN HORRIGAN (Pew Internet & American Life Project),Nice to be with you.
79679,13,"IRA FLATOW, host","Thank you. Larry Peterson is professor and chair of the Department of Computer Science at Princeton University in Princeton, New Jersey. He's the director of the PlanetLab Consortium, an experiment into new networking technologies. He joins us from the studios on the Princeton campus. Welcome to SCIENCE FRIDAY."
79679,14,Professor LARRY PETERSON (Princeton University),Good afternoon.
79679,15,"IRA FLATOW, host","Let me ask you all, gentlemen. Let me ask you first, Larry. Ten years from now, what will the Internet look like? Take open that crystal ball for us. Can you look into it and tell us what you think the Internet will look like, what it should look like?"
79679,16,Professor LARRY PETERSON (Princeton University),"Well, what I hope it looks like is it's a place that you can securely do all sorts of online transactions. I think that's something that people are really worried about today, between the various fishing and hijacking of connections and so on, that we may, in fact, be reaching a point that the average user loses trust in the Internet, and that's clearly something we have to pay attention to over the next 10 years."
79679,17,"IRA FLATOW, host","Mm hmm. I know Phil Zimmermann, who's one of the gurus of security on the Internet, has been talking about the hijacking of voice material, people talking to each other now. That could be a problem."
79679,18,Professor LARRY PETERSON (Princeton University),Absolutely.
79679,19,"IRA FLATOW, host",Yeah.
79679,20,Professor LARRY PETERSON (Princeton University),"This is a widespread problem. It's not just from the obvious, that you're not securely logging into your bank, but online content is under attack all the time from denial-of-service attacks and so on, so it's clearly an issue that we have to start paying attention to."
79679,21,"IRA FLATOW, host","Mm hmm. Tim Wu, what do you think the Internet could and should look like 10 years from now?"
79679,22,"Professor TIM WU (Author, Who Controls the Internet?)","Well, it could look one of many ways. I think there's a basic debate that you mentioned earlier between something that's a much more centralized network than we have today, something more like cable television. And another vision, one which I think is better, which is rather like the Internet is today, just faster and capable of more things."
79679,23,"Professor TIM WU (Author, Who Controls the Internet?)","The Internet today is very decentralized. People come up with stuff, whether it's on YouTube or whether it's eBay or whether it's, you know, people's blogs, and I hope that it retains its character as a decentralized medium that basically everyone uses, that just has a lot more bandwidth, is a lot faster, and works a lot better."
79679,24,"IRA FLATOW, host",Do we have to build a new backbone to the Internet?
79679,25,"Professor TIM WU (Author, Who Controls the Internet?)","Do we have to build a new backbone? You know, I mean, the new - actually backbone, if you're interested in the technical side, backbone isn't where the problem is. There's a huge amount of capacity. Back in the 1990s, companies, even like Enron, built massive amounts of capacity into the backbone."
79679,26,"Professor TIM WU (Author, Who Controls the Internet?)","The real bottleneck, and this has been true since 1990, since actually about 1913, is the pipes and the wire that goes to people's homes, and the challenge over the next decade is whether we will really get the same kind of speeds on the backbone in the last mile, which is to say right to people's homes."
79679,27,"Professor TIM WU (Author, Who Controls the Internet?)","Right now, we have the same networks, the cable and the telephone networks, that we've had since the 1960s. You know, they've been updated a bit, but basically it's the same old stuff, and that's the big question over the next 10 years."
79679,28,Mr. JOHN HORRIGAN (Pew Internet & American Life Project),"And I would add that there are great incentives to upgrade the network simple because that's what users want. When we look at our surveys at the Pew Internet Project, most people who are signing onto broadband - and now today 42 percent of Americans have high-speed connections at home - sign on for the speed. They don't tell us that the price fell and I decided to switch. The longer people stay online, the more they want to do online, and their demand for speed increases as they get more experience on the Internet."
